# x #f(x)
0.000000	0.000000
1.000000	0.392994
2.000000	0.740813
3.000000	1.003819
4.000000	1.152764
5.000000	1.172342
6.000000	1.062998
7.000000	0.840786
8.000000	0.535279
9.000000	0.185801
10.000000	-0.163538
11.000000	-0.469389
12.000000	-0.694586
13.000000	-0.812779
14.000000	-0.811673
15.000000	-0.694499
16.000000	-0.479506
17.000000	-0.197559
18.000000	0.111860
19.000000	0.405731
20.000000	0.643039
21.000000	0.790044
22.000000	0.824646
23.000000	0.739275
24.000000	0.541941
25.000000	0.255316
26.000000	-0.086046
27.000000	-0.440003
28.000000	-0.762091
29.000000	-1.011108
30.000000	-1.154308
31.000000	-1.171565
32.000000	-1.057960
33.000000	-0.824489
34.000000	-0.496789
35.000000	-0.112029
36.000000	0.285624
37.000000	0.650423
38.000000	0.940650
39.000000	1.123725
40.000000	1.180172
41.000000	1.105956
42.000000	0.912891
43.000000	0.627079
44.000000	0.285572
45.000000	-0.068313
46.000000	-0.390447
47.000000	-0.641423
48.000000	-0.791463
49.000000	-0.824111
50.000000	-0.738214
51.000000	-0.547979
52.000000	-0.281082
53.000000	0.024930
54.000000	0.327477
55.000000	0.584428
56.000000	0.759513
57.000000	0.827012
58.000000	0.775095
59.000000	0.607420
60.000000	0.342756
61.000000	0.012707
62.000000	-0.342209
63.000000	-0.677616
64.000000	-0.950844
65.000000	-1.126308
66.000000	-1.180009
67.000000	-1.102613
68.000000	-0.900708
69.000000	-0.596067
70.000000	-0.223038
71.000000	0.175653
72.000000	0.554131
73.000000	0.869001
74.000000	1.084663
75.000000	1.177662
76.000000	1.139509
77.000000	0.977658
78.000000	0.714473
79.000000	0.384367
80.000000	0.029431
81.000000	-0.305868
82.000000	-0.580264
83.000000	-0.760851
84.000000	-0.827161
85.000000	-0.773665
86.000000	-0.610381
87.000000	-0.361509
88.000000	-0.062275
89.000000	0.245613
90.000000	0.519333
91.000000	0.720462
92.000000	0.819921
93.000000	0.801748
94.000000	0.665216
95.000000	0.425015
96.000000	0.109487
97.000000	-0.242875
98.000000	-0.588222
99.000000	-0.882846
100.000000	-1.088671
101.000000	-1.178077
102.000000	-1.137413
103.000000	-0.968795
104.000000	-0.689933
105.000000	-0.332016
106.000000	0.064082
107.000000	0.452805
108.000000	0.789499
109.000000	1.035893
110.000000	1.164771
111.000000	1.163273
112.000000	1.034406
113.000000	0.796574
114.000000	0.481201
115.000000	0.128733
116.000000	-0.216463
117.000000	-0.511675
118.000000	-0.721188
119.000000	-0.820722
120.000000	-0.800422
121.000000	-0.666006
122.000000	-0.437947
123.000000	-0.148794
124.000000	0.161042
125.000000	0.448491
126.000000	0.673361
127.000000	0.803514
128.000000	0.819027
129.000000	0.714801
130.000000	0.501306
131.000000	0.203346
132.000000	-0.142990
133.000000	-0.494817
134.000000	-0.807821
135.000000	-1.041822
136.000000	-1.165851
137.000000	-1.162085
138.000000	-1.028156
139.000000	-0.777541
140.000000	-0.437971
141.000000	-0.048072
142.000000	0.347360
143.000000	0.702850
144.000000	0.977822
145.000000	1.141562
146.000000	1.176957
147.000000	1.082532
148.000000	0.872540
149.000000	0.575102
150.000000	0.228616
151.000000	-0.123096
152.000000	-0.436297
153.000000	-0.672814
154.000000	-0.804794
155.000000	-0.818143
156.000000	-0.714215
157.000000	-0.509547
158.000000	-0.233675
159.000000	0.074699
160.000000	0.372693
161.000000	0.618758
162.000000	0.778029
163.000000	0.826823
164.000000	0.755732
165.000000	0.570906
166.000000	0.293372
167.000000	-0.043544
168.000000	-0.398343
169.000000	-0.726546
170.000000	-0.986270
171.000000	-1.143511
172.000000	-1.176455
173.000000	-1.078282
174.000000	-0.858109
175.000000	-0.539943
176.000000	-0.159789
177.000000	0.238754
178.000000	0.609829
179.000000	0.910947
180.000000	1.108195
181.000000	1.180367
182.000000	1.121512
183.000000	0.941588
184.000000	0.665126
185.000000	0.328090
186.000000	-0.026676
187.000000	-0.354843
188.000000	-0.616160
189.000000	-0.779470
190.000000	-0.826575
191.000000	-0.754446
192.000000	-0.575509
193.000000	-0.315983
194.000000	-0.012466
195.000000	0.292783
196.000000	0.557283
197.000000	0.743795
198.000000	0.825125
